seq	headword	page	best_source_file	best_backup_seq	best_backup_headword	best_match_type	candidate_count	snippet
682	个体	188	2251-2500.md	1974	维持	example_contains	1	## 1974. 维持  - ピンイン: wéichí - 例文:   - 我们要想办法维持当前的和平局势   - 维持社会稳定，是经济发展的前提   - 我们的粮食还可以维持一个月   - 没有水，生活就维持不下去了   - 他的生命维持不了多长时间了   - 如果能维持住目前的经营状况就很不错了   - 我们要学会维护自己的权利   - 全世界人民都在维护世界和平   - 他们采取各种办法，维护产品的信誉   - 大家的利益要靠大家来维护   - 每个公民都会维护自己国家
684	根深蒂固	189				example_contains	0	
685	根源	189	1251-1500.md	1496	起源	example_contains	3	## 1496. 起源  - ピンイン: qǐ yuán - 例文:   - 阿球起源子法国   - 狼多丈茜形式起源子芳幼   - 中国文化起源子五千年前   - 中挨砲迄功起源子英国   - 茶叶秤植最早起源子中国。名（事物）芦生的根源美子人美起源   - 可题有根多魂法   - 人i1迂没槁清楚逗秤文字的起源   - 途本名可以帯助我了解各干事物的起源迄商科迄幼的起源是相同的   - 培言的起源和人美的起源一祥久迄。気概気功块気色417 - 例文ピンイン:   - ā 
686	跟前	189				example_contains	0	
687	跟随	189				example_contains	0	
688	跟踪	190	0501-0750.md	528	发觉	example_contains	6	## 0528. 发觉  - ピンイン: fājué - 例文:   - 他发觉有人在跟踪他。   - 我发觉自己说错了话。   - 人如果做坏事，最怕被别人发觉。   - 我直到今天才发觉附近有个加油站。   - 当我走近他的时候，他并没有发觉。 - 例文ピンイン:   - tā fājué yǒu rén zài gēnzōng tā.   - wǒ fājué zìjǐ shuō cuò le huà.   - rén rúguǒ zuò huàishì, zuì pà
693	工艺品	191	0751-1000.md	925	技巧	example_contains	8	## 0925. 技巧  - ピンイン: jìqiǎo - 例文:   - 这座雕塑体现了雕塑家高超的技巧。   - 他的动作技巧性很强，得了高分。   - 这个工艺品制作技巧很精致。   - 我们还没学会这种技巧，做不成这么好的东西。 - 例文ピンイン:   - zhè zuò diāo sù tǐ xiàn le diāo sù jiā gāo chāo de jì qiǎo。   - tā de dòng zuò jì qiǎo xìng hěn qiáng， dé l
694	公安局	191	0001-0250.md	66	报警	example_contains	5	## 0066. 报警  - ピンイン: bàojǐng - 例文:   - 出事儿了，快报警！   - 我们已经报警了，警察马上就到。   - 一旦发生危险，请你们立刻报警。   - 公安局接到群众报警后，迅速作出了反应。   - 看到歹徒手里拿着刀，他毫不犹豫地报了警。   - 这对小夫妻争吵不断，有时候还大打出手，为此他们还报过两次警。 - 例文ピンイン:   - chū shìr le, kuài bàojǐng!   - wǒmen yǐjīng bàojǐng l
697	公关	192				example_contains	0	
700	公然	193				example_contains	0	
701	公认	193				example_contains	0	
702	公司	193	1751-2000.md	1955	公司确立了新的发展战略	heading_contains	413	## 1955. 公司确立了新的发展战略  - ピンイン: gōng sī què lì le xīn de fā zhǎn zhàn lüè - 例文:   - 我们已经确立了今后的工作重点。   - 这个地区进一步确立了农业的地位。   - 法制观念的确立，提高了人们的法律意识。   - 这种先进的观念是逐步确立起来的。 - 例文ピンイン:   - wǒ men yǐ jīng què lì le jīn hòu de gōng zuò zhòng diǎn。   - z
703	公务	193	3751-4000.md	2602	宗教	example_contains	4	## 2602. 宗教  - ピンイン: zōngjiào - 例文:   - 她的母亲信仰宗教。   - 道教是产生于中国的一种宗教。   - 国家保护正常的宗教活动。   - 人们有信仰宗教的自由。   - 办刊物的宗旨是为读者服务。   - 我们教育的宗旨是培养有道德、有能力的人才。   - 国家公务人员一定要牢记为人民服务的宗旨。   - 4这个协会以保护环境为主要宗旨。 - 例文ピンイン:   - tā de mǔ qīn xìn yǎng zōng jiào 。 
706	功课	194				example_contains	0	
707	功劳	194	2501-2750.md	2295	英勇	example_contains	2	## 2295. 英勇 - ピンイン: yīngyǒng - 例文:   - 战士们个个都很英勇。   - 他们英勇杀敌，立下了很多功劳。   - 这是一支非常英勇的部队，取得过无数的胜利。他这种英勇的气概值得我们学习。   - 在危险时刻，他表现出了英勇顽强的精神。   - 为了保卫国家，他英勇地牺牲了。 - 例文ピンイン:   - zhàn shì men gè gè dōu hěn yīng yǒng 。   - tā men yīng yǒng shā dí ， lì
709	攻击	195	0501-0750.md	542	反驳	example_contains	2	## 0542. 反驳  - ピンイン: fǎnbó - 例文:   - 我当时就反驳了他的错误观点。   - 对他的言论攻击，我们必须予以反驳。   - 对于这种说法，我立即做出了反驳。   - 他反驳时观点鲜明，有理有据，很多人都支持他。   - 如果没有人反驳的话，这个决议就算通过了。 - 例文ピンイン:   - wǒ dāngshí jiù fǎnbó le tā de cuòwù guāndiǎn.   - duì tā de yánlùn gōngjī, wǒme
710	攻克	195				example_contains	0	
721	构思	198				example_contains	0	
722	孤独	198	0501-0750.md	675	女	example_contains	3	## 0675. 女  - ピンイン: nǚ - 例文:   - 我覚得狼孤独   - ⑬失恋以后，他感到狼孤独   - 如果体感到狐独   - 可以常来速里   - 他至今ｲ乃然一小人辻着孤独的生活 - 例文ピンイン:   - wǒ jué dé láng gū dú   - ⑬ shī liàn yǐ hòu ， tā gǎn dào láng gū dú   - rú guǒ tǐ gǎn dào hú dú   - kě yǐ cháng lái sù lǐ   - 
723	孤立	198				example_contains	0	
724	姑且	199				example_contains	0	
726	古董	199	0501-0750.md	680	年厨史的古董	example_contains	2	## 0680. 年厨史的古董  - ピンイン: nián chú shǐ de gǔ dǒng - 例文:   - 吹的古董，就非笑不可   - 我我人婆定了一下，遠的辅是小古董 - 例文ピンイン:   - chuī de gǔ dǒng ， jiù fēi xiào bù kě   - wǒ wǒ rén pó dìng le yī xià ， yuǎn de fǔ shì xiǎo gǔ dǒng 
729	股份	200	2501-2750.md	2302	拥有	example_contains	2	## 2302. 拥有 - ピンイン: yōngyǒu - 例文:   - 这家公司拥有几十亿资产。   - 这个国家拥有很多先进武器。   - 中国拥有960万平方公里的土地。这个国家拥有大量资源，怎么会贫穷呢。   - 他已经拥有了公司的大部分股份。这些人拥有的权力太大，值得引起注意。 - 例文ピンイン:   - zhè jiā gōng sī yōng yǒu jǐ shí yì zī chǎn 。   - zhè ge guó jiā yōng yǒu hěn duō
735	固执	202				example_contains	0	
736	故乡	202				example_contains	0	
737	故障	202	0501-0750.md	691	竺璋空	example_contains	23	## 0691. 竺璋空  - ピンイン: zhú zhāng kōng - 例文:   - ＜名＞（机械、似器等）出現的向題   - 汽牟出故障了，需要修理   - 遠台机器的故障己姪排除了   - -上机引筆友生了故障，踏緬緊急降落   - 我的屯脳用了三年了   - 没出現辻故障   - 他帯我査清了机器出故障的原因   - 顾慮（顾慮)90'0 - 例文ピンイン:   - ＜ míng ＞（ jī xiè 、 shì qì děng ） chū xiàn de xià
738	顾虑	202	0751-1000.md	1004	揭发	example_contains	5	## 1004. 揭发  - ピンイン: jiēfā - 例文:   - 有人揭发他贪污，案件正在调查中。   - 他揭发了这伙人的犯罪事实。   - 他害怕被报复，不敢向公安机关揭发事实真相。   - 希望你能大胆揭发，不要有什么顾虑。   - 他千的坏事已经都被揭发出来了。 - 例文ピンイン:   - yǒu rén jiē fā tā tān wū， àn jiàn zhèng zài diào chá zhōng。   - tā jiē fā le zhè huǒ r
739	顾问	203				example_contains	0	
740	雇佣	203				example_contains	0	
742	关照	203				example_contains	0	
743	关怀	204	2251-2500.md	2013	无微不至	example_contains	1	## 2013. 无微不至  - ピンイン: wúwēibùzhì - 例文:   - 老师对同学们的关怀无微不至   - 父母给了孩子无微不至的关心   - 这些护士无微不至地照顾着病人   - 他对妻子的照顾可以说是无微不至，什么都为她想到了 - 例文ピンイン:   - lǎo shī duì tóng xué men de guān huái wú wēi bù zhì   - fù mǔ gěi le hái zi wú wēi bù zhì de guān xīn 
744	观光	204				example_contains	0	
745	官方	204	1251-1500.md	1334	民同（民间)minj'	example_contains	1	## 1334. 民同（民间)minj'  - ピンイン: mín tóng（ mín jiān)minj' - 例文:   - 名〉人民群企中   - 可民同流侍着根多美雨的爱情故事。民   - 司乞木有根彊的生命力   - 他收集了根多民同侍说。不是政府行方的我远介肋会是小民同姐奴。迄又又是一次民同活劫，不属子官方行力   - 我雷要大力友展民同鹫易 - 例文ピンイン:   - míng〉 rén mín qún qǐ zhōng   - kě mín tóng liú 
746	管辖	204	2751-3000.md	2526	重心	example_contains	1	## 2526. 重心  - ピンイン: zhòng xīn - 例文:   - 你的重心太靠前了，站不稳   - 由于失去了重心，地样例了。！滑冰的时候，存注意调整身体的重心   - 字握好重心，就容另做到平衡。重心丹州周边周密事情的中心或主要部分今年的工作重心不变，还是经济建设   - 他办事总是能够抓住重心，所以效率很高。学生什么时候都不能离开学习这个重心。舟zhou名船（常用于书面语）几只小舟涤流在大海上。古人曾来着木丹漂洋过海。探险队员驾着张舟在波滚中前进。海上风平
747	贯彻	205				example_contains	0	
752	光辉	206	0501-0750.md	569	放射	example_contains	2	## 0569. 放射  - ピンイン: fàngshè - 例文:   - 太阳放射出鲜艳的光辉。   - 这种石头放射出的物质对人体有害。   - 不合格的油漆会放射出有毒气体。   - 他使用了环保材料，减少了放射性气体的排放。 - 例文ピンイン:   - tài yáng fàng shè chū xiān yàn de guāng huī 。   - zhè zhǒng shí tou fàng shè chū de wù zhì duì rén tǐ yǒu hà
761	规划	209	0751-1000.md	870	汇报	example_contains	7	## 0870. 汇报  - ピンイン: huìbào - 例文:   - 她向经理汇报了最近的财务情况。   - 家长要求孩子定期向他汇报学习成绩。   - 这件事我们已经向领导汇报过了。   - 我们向厂长汇报了今年工厂的发展规划。   - 我们最近要举办汉语学习汇报演出。 - 例文ピンイン:   - tā xiàng jīng lǐ huì bào le zuì jìn de cái wù qíng kuàng。   - jiā zhǎng yāo qiú hái zi
765	跪	210				example_contains	0	
766	棍棒	210				example_contains	0	
772	过奖	212	0001-0250.md	200	彩票	example_contains	2	## 0200. 彩票  - ピンイン: cǎipiào - 例文:   - 我买的福利彩票中奖了。   - 他经常买彩票，但从来没中过奖。   - 这期彩票的最高奖金是500万元。   - 我买的是体育彩票，每天晚上开奖。   - 他总幻想着买彩票中大奖。 - 例文ピンイン:   - wǒ mǎi de fúlì cǎipiào zhòngjiǎng le.   - tā jīngcháng mǎi cǎipiào, dàn cónglái méi zhòng guò ji
775	过问	212				example_contains	0	
796	呵	218	0751-1000.md	795	耗费	example_contains	8	## 0795. 耗费  - ピンイン: hàofèi - 例文:   - 写这篇文章耗费了我一个月的时间。   - 这座建筑耗费了大量材料。   - 青春就这样被他白白地耗费了。   - 他的体力耗费得很快，马上就支持不住了。   - 为了修建这座房子，他耗费了大量的金钱。   - hé呵，这里真漂亮。   - 呵，花儿全开了。   - 呵，这孩子长这么高了。   - 呵，你一点儿都没变啊。   - 呵，你越来越苗条了。 - 例文ピンイン:   - xiě zhè piān
801	合身	219	0001-0250.md	194	裁缝	example_contains	1	## 0194. 裁缝  - ピンイン: cáiféng - 例文:   - 他是个很有名的裁缝。   - 我想找裁缝改一下衣服。   - 这个裁缝做的裤子非常合身。   - 这件衣服是我找裁缝做的。   - 他学的是服装设计，毕业后当了一名裁缝。 - 例文ピンイン:   - tā shì gè hěn yǒumíng de cáiféng.   - wǒ xiǎng zhǎo cáiféng gǎi yíxià yīfu.   - zhège cáiféng zuò de 
802	合算	220	1751-2000.md	1424	批发	example_contains	2	## 1424. 批发  - ピンイン: pī fā - 例文:   - 明天商店会批发来两车啤酒。   - 这家商店只批发，不零售。   - 这些笔是我批发来的，很便宜。   - 我按批发价给你，你肯定合算。 - 例文ピンイン:   - míng tiān shāng diàn huì pī fā lái liǎng chē pí jiǔ。   - zhè jiā shāng diàn zhǐ pī fā，bù líng shòu。   - zhè xiē bǐ shì w
807	和谐	221	2501-2750.md	2351	源泉	example_contains	2	## 2351. 源泉 - ピンイン: yuánquán - 例文:   - 我们到达了这条河的源泉。   - 他们发现了水流的源泉。   - 生活是他创作取之不尽的源泉。   - 群众的积极性和创造性是建设和谐社会的力量源泉。劳动创造是他幸福的唯一源泉。   - 足球和舞踏是他们快乐的源泉。 - 例文ピンイン:   - wǒ men dào dá le zhè tiáo hé de yuán quán 。   - tā men fā xiàn le shuǐ liú de 
808	嘿	221				example_contains	0	
812	哼	223				example_contains	0	
837	花蕾	229	0751-1000.md	836	花瓣	example_contains	1	## 0836. 花瓣  - ピンイン: huābàn - 例文:   - 树上掉下来很多花瓣。   - 这种花的花辫很大。   - 看着河里的花辫漂走了，她很伤心。   - 这些花瓣可以用来洗澡。   - 她在水里放了很多花瓣。   - 花蕾hualei这朵花蕾很快就会开的。   - 这棵牡丹已经结了很多花蕾。   - 看着结出的花蕾，他期待着几天后能开出五颜六色的花朵。   - 服务员端来一盘晒干的花蕾，谢经理让我们品尝它们的滋味。   - 据专家测定，今年棉花上的花蕾比
852	患者	233	0751-1000.md	851	缓和	example_contains	7	## 0851. 缓和  - ピンイン: huǎnhé - 例文:   - 他们缓和了彼此的关系。   - 你来讲个笑话，缓和一下气氛吧。   - 缓和下来了。   - 他们之间的矛盾已经开始缓和了。   - 大夫仔细询问了患者的情况。   - 医院里的感冒患者有所增加。   - 护士们对每一位患者都很负责。   - 希望大家近期少到公共场所去，以免接触传染病患者。   - 对于患者的要求，医院应尽量满足。 - 例文ピンイン:   - tā men huǎn hé le bǐ
872	贿赂	238	0751-1000.md	871	会晤	example_contains	2	## 0871. 会晤  - ピンイン: huìwù - 例文:   - 总理亲切会晤了各国来宾。   - 两国代表举行了会晤。   - 很多知名人士参加了那次会。   - 两国元首定期会唔，有助于加强合作。   - 贿赂（）huiliu他们想贿赂法官，这是不可能的。   - 他承认了曾经贿过那位局长。   - 贿赂别人的事我从来不千。   - 他们赂了当地一些千部，但都被查出来了。   - 副市长因贿赂丑闻下台了。   - 他从来没接受过任何贿略。   - 他坚持原则，从不
888	饥饿	242	0751-1000.md	887	讥笑	example_contains	1	## 0887. 讥笑  - ピンイン: jīxiào - 例文:   - 他条件优越，经常讥笑别人。   - 你不应该讥笑他贫穷。   - 他很懂得尊重别人，从来不讥笑任何人。   - 他忍受不了别人的笑，转身离开了。   - 讥笑别人是一种很无知的举动。   - 饥饿（）ji'é他两天没吃东西，非常饥饿。   - 饥饿的人群在等待救援。   - 他现在饥饿难熬，度日如年。   - 这是一只看起来非常饥饿的老虎。   - 他饥饿得已经无法忍受。   - 由于过度饥饿，他昏了
956	煎	261	1001-1250.md	955	兼职	example_contains	1	## 0955. 兼职  - ピンイン: jiān zhí - 例文:   - 〈功〉本覗之外兼任其他取努 ①他除了当老ﾘ市，込兼取倣家教。   - 王老ﾘ市是教数学的，逐兼取 倣我们的班主任。   - 我们在这里兼取倣翻犀，工作狼辛苦。   - 我 兼的取大多了，希望能減少一些。   - 他除了学校的工作，迩兼了一 些社会上的取c ①翻斧工作是我的兼取。 ＠这伶兼取工黄弁不是根高。   - 我倣兼 取的目的是増加工作姪聡。   - 他千了恨多扮兼取，根累。 因 ■ 煎jbn
957	拣	262	0001-0250.md	80	贝壳	example_contains	1	## 0080. 贝壳  - ピンイン: bèiké - 例文:   - 他在海边拣了很多贝壳。   - 这些贝壳非常漂亮。   - 这些都是用贝壳制成的工艺品。   - 这种贝壳很少见。   - 孩子手里拿着一个贝壳。 - 例文ピンイン:   - tā zài hǎibiān jiǎn le hěn duō bèiké.   - zhèxiē bèiké fēicháng piàoliang.   - zhèxiē dōu shì yòng bèiké zhìchéng d
1003	接连	275	2251-2500.md	2029	吸取	example_contains	1	## 2029. 吸取  - ピンイン: xīqǔ - 例文:   - 树木从土壤中吸取水分和营养   - 他们吸取了上次失败的教训   - 我们要善于吸取别人的长处，弥补自己的不足   - 他总是不吸取教训，结果接连失败   - 他们吸取了先进的管理经验，提高了管理水平 - 例文ピンイン:   - shù mù cóng tǔ rǎng zhōng xī qǔ shuǐ fèn hé yíng yǎng   - tā men xī qǔ le shàng cì shī bà
1036	劲头	284				example_contains	0	
1037	晋升	284	1001-1250.md	1095	勁头	example_contains	1	## 1095. 勁头  - ピンイン: jìn tóu - 例文:   - 別看他技得不高，劫失可大了。   - 他学习沃珸的効失狼足。   - 他携足了効失，就想鼠比幕。   - 他身上有一股不服輸的効失。   - 他刻苦学可的効失我佃都比不了。 晋升jinsh邑ng ②他今年晋升了教授。   - 他巳錘晋升力副市技了。   - 他剛来公 司不久，就晋升当了姪理。   - 他工作这全努力，皮咳得到晋升。 - 例文ピンイン:   - bié kàn tā jì dé bù 
1050	精密	287	1001-1250.md	1049	精简	example_contains	2	## 1049. 精简  - ピンイン: jīng jiǎn - 例文:   - 〈劫＞去棹多余的，只留下必要的 ⑪政府精简了机杓，提高了力､事效率。   - 公司遠両年精简了不少 章有些地方述可以遊一歩精简。 精密jTngml ①遠些都是精密仗器，要小心搬这。   - 手表内部的鈷杓非常精密。   - 科学家ｲ｢]这行了精密汁算，得出了遠小数字。   - 他ｲi]精密地測算 出了両地的実豚距高。 ＠返件宝瓜工茜非常精密，乞木价偵狼高。 ■四コ 人員。   - 通进精简会双内
1053	精心	288	1001-1250.md	1051	精确	example_contains	8	## 1051. 精确  - ピンイン: jīng què - 例文:   - く形＞级其准砺 ①速些銃汁数字非常精輔。   - 他ｲn时目杯実施了精輔打去。 le他 11､]精輔地算出了我ｲl､]的位萱。 ￨@20年的时同，他叔累了大量精硝 可掌的盗料。   - 我们元法精密測量出両頴星之同的精輔距高。 精通jTngtOng ①他精通数学和汁算机。   - 他対人隊交往乞木非常精通。   - 他时 各秤这幼都ｲ艮精通。 ＠香香不伐精通英塔，而且会況多秤語言。   - 安全小
1054	精益求精	288				example_contains	0	
1055	精致	289	1001-1250.md	1108	精徴	example_contains	7	## 1108. 精徴  - ピンイン: jīng zhēng - 例文:   - 这是件非常精致的乞木品。   - 这小手机智起来恨精致。   - 主人 狼有品位，家里布葺得特別精致。   - 遮些画精致得恨，体現了作者 高超的蛤画技巧。 井jing   - 这ロ井很快就掩好了。 ＠人ｲi]毎天吃速ロ井里的水。   - 他ｲi] 准各再打両ロ井，解決潅減l可題。   - 这口井狼深，有好凡百米。   - 他的手机不小心拝到井里了。 - 例文ピンイン:   - zhè shì
1056	井	289	1001-1250.md	1108	精徴	example_contains	30	## 1108. 精徴  - ピンイン: jīng zhēng - 例文:   - 这是件非常精致的乞木品。   - 这小手机智起来恨精致。   - 主人 狼有品位，家里布葺得特別精致。   - 遮些画精致得恨，体現了作者 高超的蛤画技巧。 井jing   - 这ロ井很快就掩好了。 ＠人ｲi]毎天吃速ロ井里的水。   - 他ｲi] 准各再打両ロ井，解決潅減l可題。   - 这口井狼深，有好凡百米。   - 他的手机不小心拝到井里了。 - 例文ピンイン:   - zhè shì
1057	颈椎	289				example_contains	0	
1058	警告	289	1001-1250.md	1109	頚椎	example_contains	8	## 1109. 頚椎  - ピンイン: jǐng chuí - 例文:   - 他姑起来，活劫了一下頚椎。 ＠我頚椎癖，好几天了。   - 作遠 是頚椎病引起的失痛。   - 这家医院治方頚椎病ｲ良有名。   - 他友明 了治万頚椎病的好方法。 警告jinggdo ⑪他警告大家不要掌近那里。   - 他再三警告，那里非常危隆。   - 我早就警告进他，可他就是不肝。   - 我巳姪被他警告进一次了， 不敢再犯了。 ⑪他受到了学校的警告処分。   - 公司決定给他一小警告処分
1059	警惕	290	0501-0750.md	564	防止	example_contains	7	## 0564. 防止  - ピンイン: fángzhǐ - 例文:   - 我们要提高警惕，防止被骗。   - 蒸好菜子，防止水分蒸发得太快。   - 你要防止出现自满心理，争取取得更好的成绩。   - 伤口要及时处理，防止发炎。   - 他们已经做好一切准备，防止湖水泛滥。 - 例文ピンイン:   - wǒ men yào tí gāo jǐng tì ， fáng zhǐ bèi piàn 。   - zhēng hǎo cài zi ， fáng zhǐ shuǐ f
1060	竞赛	290	0001-0250.md	195	裁判	example_contains	9	## 0195. 裁判  - ピンイン: cáipàn - 例文:   - 他现在是一名专业的足球裁判。   - 这场比赛有三名裁判。   - 你们别争了，都听裁判的。   - 在比赛中运动员要服从裁判判罚。   - 这场球他裁判得很公正。   - 我们请竞赛委员会来裁判一下。   - 他裁判完了整场比赛。   - 这名裁判裁判得有问题，我们提出了申诉。 - 例文ピンイン:   - tā xiànzài shì yì míng zhuānyè de zúqiú cáipàn.
1064	境界	291	1001-1250.md	1112	敬業	example_contains	2	## 1112. 敬業  - ピンイン: jìng yè - 例文:   - く幼＞対自己的事並非常圦真、負責，用心倣 ⑪他愛尚、敬止，圦真地履行着自己的貴任。   - 服券員非常敬止， 硝保毎位顧客都満意。   - 大家都覚得張姪理是介非常敬止的人。   - ﾇ寸待速公敬止的員工，公司有特殊的发励力､法。   - 他的敬止精 神輔実値得我们学习。 境界jingjie く名＞事物所这到的程度或表現出的状況 ①地的水平己姪这到了狼高的境界。 ＠他希望自己的乞木能这到 一小理想的
1072	就职	293	2501-2750.md	2163	宣誓	example_contains	1	## 2163. 宣誓 - ピンイン: xuānshì - 例文:   - 新总统昨天已经宣誓就职了。   - 他们宣誓，一定要相爱一生。   - 队员们当众宣誓：保证完成任务。加入这个组织有一个宣誓仪式。   - 我们已经宣过誓了，肯定不会放弃。   - 哪有宣了誓不去执行的道理。 - 例文ピンイン:   - xīn zǒng tǒng zuó tiān yǐ jīng xuān shì jiù zhí le 。   - tā men xuān shì ， yí dìng 
1074	拘束	293	1001-1250.md	1117	就職	example_contains	1	## 1117. 就職  - ピンイン: jiù zhí - 例文:   - 新忌銃下今月就要就取了。   - 他的就取演説受到了人ｲi]的炊 迎。   - 他就取以来，枕行了一系列改革措施。   - 新校技返返没有 就取，不知道力什公。   - 他己姪力就取倣好了充分准各。 拘留jOlid ③他被公安机美拘留了。 ＠他们把嫌疑人拘留了起来。   - 警察拘 留了他6小小时。   - 他不知道力什公被拘留。   - 警察依法対他遊 行了拘留。 拘束jOshU ①猿子兄了隔生人
1075	居民	294	0501-0750.md	526	发动	example_contains	7	## 0526. 发动  - ピンイン: fādòng - 例文:   - 历史上我国发动过两次战争。   - 敌人又发动了新一轮进攻。   - 他发动了一场群众游行示威活动。   - 这场活动是学生们自己发动起来的。   - 小区发动居民搞环境卫生，取得了良好效果。   - 这次活动必须发动广大群众参加。   - 他们都发动起来了。   - 他对着大家发动了半天，也没有人响应。   - 汽车发动不了了。   - 这台机器很快就发动起来了。   - 我一会儿就去发动汽车。  
1077	鞠躬	294				example_contains	0	
1080	局势	295	0751-1000.md	1014	竭尽全力	example_contains	16	## 1014. 竭尽全力  - ピンイン: jiéjìnquánlì - 例文:   - 我们会竭尽全力帮助你。   - 对这件事情，我已经竭尽全力了。   - 当你竭尽全力仍然不能完成的时候，你也就没什么遗撼了。   - 我会竭尽全力做到最好。   - 他们正在竭尽全力应对目前的局势。   - 为办好这次运动会，各方都要竭尽全力。 - 例文ピンイン:   - wǒ men huì jié jìn quán lì bāng zhù nǐ。   - duì zhè jiàn 
1081	局限	295	1001-1250.md	1118	局勢	example_contains	2	## 1118. 局勢  - ピンイン: jú shì - 例文:   - 目前我国的錘沸局勢良好。   - 国隊局勢出現了儀張局面。   - 成 争正朝着时我们有利的局勢发展。   - 他ｲ￨､]采取措施，控制住了目前 的局勢。   - 国内的政治局勢穂定，老百姓安居示止。   - 我佃必緬 ﾇﾅ当前的局勢倣出正硝的判断。 局限jdxidn ⑪帯假日人们己姪不局限子待在家里休息。   - 由子时代的局限，他 的思想不可能这到那朴高度。   - 我们的生戸不能只局限子小屯器，
1086	举世瞩目	297				example_contains	0	
1087	举足轻重	297				example_contains	0	
1090	据悉	298	1001-1250.md	1126	振悉	example_contains	1	## 1126. 振悉  - ピンイン: zhèn xī - 例文:   - ︲ ③据悉，下小月将召升代表大会。   - 据悉， 目前全世界学況珸的 人数超进了一ｲ乙・   - 据悉，会双己姪単消了。   - 据悉，他茨得了 世界冠隼。   - 据悉，有三名同学没有通进考武。 - 例文ピンイン:   - ︲ ③ jù xī ， xià xiǎo yuè jiāng zhào shēng dài biǎo dà huì 。   - jù xī ，  mù qián quán s
1091	聚精会神	298	1001-1250.md	1127	聚精含神	example_contains	1	## 1127. 聚精含神  - ピンイン: jù jīng hán shén - 例文:   - 学生ｲil都在聚精会神地冴老師併深。   - 他学习聚精会神，外面 的声音完全没噺到。   - 代表ｲi]聚精会神地倣着妃乗。 ＠他倣起実 駿来聚精会神，不受外界千枕。 可 併 張 張 遠 把 他 遠 一 一 一 一 ③ 里 ◎ 屯 一 千 来 起 ○ 一 ︐ 一 一 升 始 一 子 袖 起 巻 他 一 一 一 − 一 一 子 以 ⑤ ・ 調 錐 大 巻 里 是 面 的 装 ③
1092	卷	298	1501-1750.md	1648	盲目	example_contains	1	## 1648. 盲目  - ピンイン: mángmù - 例文:   - 学可别太盲目了，一定要有明弱的目杯   - 因方家庭条件好，他有一秤盲目的伐越感   - 当初来远里真是盲目板了，什去都没想   - 学会思考,不要只是盲目地看拓。＠迄次我ｲI]一定不会再盲目行劫。一》耕一街辖一卷湖一就④一他１０９，１ｕ一细钩一特ルー②牟一ｌ升一的萢伸一共他洁一砕哗霊坐慈一北③色我ＦＭ。358荘然茂盛冒充冒犯 - 例文ピンイン:   - xuékěbiétàimángmùle，yíd
1093	决策	298				example_contains	0	
1096	绝望	299				example_contains	0	
1097	倔强	300				example_contains	0	
1098	军队	300	1751-2000.md	1497	气概	example_contains	10	## 1497. 气概  - ピンイン: qì gài - 例文:   - 在危险面前，他表现出了男子汉气概。   - 他英勇救人，具有英雄气概。   - 这支军队勇敢的气概让敌人害怕。他身上有一种军人气概。   - 他们不屈服于外来侵略，表现出了一种民族气概。 - 例文ピンイン:   - zài wēi xiǎn miàn qián，tā biǎo xiàn chū le nán zi hàn qì gài。   - tā yīng yǒng jiù rén，jù yǒu 
1099	君子	300	3501-3750.md	1778	疏远	example_contains	1	## 1778. 疏远  - ピンイン: shūyuǎn - 例文:   - 他ｲ耐一度交往狼 密初，但后来美系渐渐疏迄了。   - 他ｲ､的美系変得疏迄以后，渓会也就越来越深了。 <幼＞使失系変浴淡 ③周闰的同事疏迄他，使他元法升展エ作。   - ’＠他决定疏逸那些钓 君子，素近那些正宜敢言的人。   - 斫了远些活，他就身往日的朋友 疏逸了起来。   - 有了男朋友，地不自覚地疏迄了其他升性朋友。 ’ 束束簿村立■495 - 例文ピンイン:   - tāｲnàiyídùj
1100	卡通	301				example_contains	0	
1101	开采	301				example_contains	0	
1102	开除	301	2501-2750.md	2176	学历	example_contains	1	## 2176. 学历 - ピンイン: xuélì - 例文:   - 公司要求被聘人员具有大学学历。   - 他涉嫌学历造假，被开除了。   - 他学历不高，只是初中毕业。   - 不管什么学历，只要有能力就可以。   - 我们不完全看学历，更注重实际能力。 - 例文ピンイン:   - gōng sī yāo qiú bèi pìn rén yuán jù yǒu dà xué xué lì 。   - tā shè xián xué lì zào jiǎ ， bèi kā
1103	开阔	301				example_contains	0	
