seq	headword	page	best_source_file	best_backup_seq	best_backup_headword	best_match_type	candidate_count	snippet
1104	开朗	302	1751-2000.md	1527	潜移默化	example_contains	1	## 1527. 潜移默化  - ピンイン: qián yí mò huà - 例文:   - 她父亲是京剧演员，她从小受到了潜移默化的影响。   - 在这个快乐的家庭中，他也潜移默化地变得开朗了。   - 长期生活在一起，他对你的影响是潜移默化的。   - 他身边的几个朋友对他潜移默化的影响是不能忽视的。 - 例文ピンイン:   - tā fù qīn shì jīng jù yǎn yuán，tā cóng xiǎo shòu dào le qián yí mò huà 
1105	开明	302	2501-2750.md	2323	愚味	example_contains	2	## 2323. 愚味 - ピンイン: yúwèi - 例文:   - 过去愚味的山村如今也开明起来。   - 愚味是很多罪恶的源头。   - 那是一群愚味无知的人。人类社会不断从味落后走向文明进步。   - 想出这个办法的人显得恶味可笑。   - 一定要想办法消除贫穷和愚味的根源。 - 例文ピンイン:   - guò qù yú wèi de shān cūn rú jīn yě kāi míng qǐ lái 。   - yú wèi shì hěn duō zuì è 
1106	开辟	302				example_contains	0	
1107	开水	303	1751-2000.md	1628	融化	example_contains	2	## 1628. 融化  - ピンイン: róng huà - 例文:   - 太阳一出来，地上的雪就开始融化。   - 春天来了，河里的冰慢慢融化了。   - 温暖的阳光融化了冰雪。?当温度上升到零度以上时，冰块就融化成了水。你浇点儿开水，这些冰很快就融化了。 - 例文ピンイン:   - tài yáng yī chū lái，dì shàng de xuě jiù kāi shǐ róng huà。   - chūn tiān lái le，hé lǐ de bīng m
1111	刊登	304	1001-1250.md	1141	開支	example_contains	1	## 1141. 開支  - ピンイン: kāi zhī - 例文:   - 〈名〉付出的費用 ①我没汁算进毎小月的升支。   - 家里最近升支ｲ艮大。   - 他一天的 升支超进了我一介月的生活街。   - 我現在得請省升支，准各要汽 牟。   - 毎天除了吃仮外，我没什公特別的升支。 刊登kdndeng .̲ . .̲ .‐ ̲ご≦ −−．− ‐ ．− ． . . ....... .. ,. ,.. .. ... . .. . ‐ ‐ −−．−． .=.− ..−．− ．
1113	勘探	304				example_contains	0	
1115	砍伐	305				example_contains	0	
1124	考验	307	0751-1000.md	921	记性	example_contains	7	## 0921. 记性  - ピンイン: jìxìng - 例文:   - 人老了，记性也越来越差了。   - 他的记性很好，小时候的事情全都记得。   - 为了考验大家的记性，他出了几道题。   - 这孩子没记性，说多少遍都记不住。   - 你长点儿记性好不好。   - 下次别去那么危险的地方了。 - 例文ピンイン:   - rén lǎo le， jì xìng yě yuè lái yuè chà le。   - tā de jì xìng hěn hǎo， xiǎo 
1125	靠拢	308				example_contains	0	
1128	磕	309				example_contains	0	
1129	可观	309				example_contains	0	
1131	可恶	309				example_contains	0	
1152	口气	315	1001-1250.md	1154	气	example_contains	9	## 1154. 气  - ピンイン: qì - 例文:   - 他的ロ完星得根不満。 ＠他忌是用命今的口气眼我ｲI]坑活。   - 他的口气突然变得泙粛起来。   - 他帯着軽松的口气説起了那段 冒険姪厨。 - 例文ピンイン:   - tā de ロ wán xīng dé gēn bù mǎn 。 ＠ tā jì shì yòng mìng jīn de kǒu qì yǎn wǒ ｲI] kēng huó 。   - tā de kǒu qì tū rán biàn d
1163	跨	319	1001-1250.md	1156	苦涯	example_contains	11	## 1156. 苦涯  - ピンイン: kǔ yá - 例文:   - く形＞①味道又苦又淫 ①速紳菊味道苦浬，唯以下咽。   - 他在山里就業吃这紳苦浬的野 果子生存｡￨③鉾竹箏用升水煮，就可以去拝苦浬味ﾉし｡￨④吐到最后， 老李覚得苦淫的胆汁都唾尽了。 ②形容生活愁苦ﾇ艮辛 ②況到成伎，他的表情星得狼苦浬｡'＠他有着一段苦浬的感情姪房， 至今不慮意提起。   - 他的笑容里怠是帯着一望辛酸和苦浬。   - 蚤 然域市进他们堂尽了苦浬，但是最鋒迩是容幼了他ｲil｡ ￨③提
1164	快活	320				example_contains	0	
1165	宽敞	320				example_contains	0	
1170	况且	321				example_contains	0	
1180	喇叭	325	0751-1000.md	945	尖锐	example_contains	2	## 0945. 尖锐  - ピンイン: jiānruì - 例文:   - 这根木棍很尖锐。   - 这种花儿有很尖锐的刺。   - 尖锐的笔尖把纸划破了。   - 认识客观事物深刻；（言论等）激烈他说话很尖锐，一点儿也不客气。   - 记者提出了一个尖锐的问题。   - 老师尖锐地指出了文章中的错误。   - 大家提的意见都很尖锐。   - 面对尖锐的批评，他一点儿也没生气。   - （声音）高而刺耳台下传来了孩子们尖锐的叫声。   - 汽车喇叭一响，尖锐刺耳。   - 
1181	蜡烛	325	0751-1000.md	883	火焰	example_contains	2	## 0883. 火焰  - ピンイン: huǒyàn - 例文:   - 远处的火焰照亮了天空。   - 蜡烛闪着红色的火焰。   - 炉子里的火焰很旺。   - 他被火焰烫伤了。   - 这种东西燃烧时会发出蓝色的火焰。 - 例文ピンイン:   - yuǎn chù de huǒ yàn zhào liàng le tiān kōng。   - là zhú shǎn zhe hóng sè de huǒ yàn。   - lú zi lǐ de huǒ yàn hěn 
1195	乐意	329				example_contains	0	
1196	雷达	329				example_contains	0	
1197	类似	329	1751-2000.md	1411	判决	example_contains	2	## 1411. 判决  - ピンイン: pàn jué - 例文:   - 今年法院判决了很多类似的案件。   - 法院依法判决了罪犯五年有期徒刑。   - 法院判决公司赔偿她一千元。   - 这个案件很复杂，短期内很难做出判决。   - 球迷认为这个球裁判员判决得不公正。 - 例文ピンイン:   - jīn nián fǎ yuàn pàn jué le hěn duō lèi sì de àn jiàn。   - fǎ yuàn yī fǎ pàn jué le zuì
1206	里程碑	332	1001-1250.md	1183	穫尚往来	example_contains	1	## 1183. 穫尚往来  - ピンイン: huò shàng wǎng lái - 例文:   - 対等的原則 ②进年进苓，素戚之'可免不了礼尚往来。   - 両国人民自古以来就 礼尚往来，友好相処。   - 本着礼尚往来的原則，我ｲl､]也咳准各好礼 物。   - 去年責公司坊'可了我ｲi]両次，礼尚往来，今年我ｲil也汁兜I到 貴公司学习先这姪験。 里程碑IYchengbei ①这条路上毎隔5公里就有一小里程碑。   - 新中国的建立是中国 厨史上的里程碑。   - 
1207	理睬	332				example_contains	0	
1208	理所当然	332	1001-1250.md	1184	理所営然	example_contains	1	## 1184. 理所営然  - ピンイン: lǐ suǒ yíng rán - 例文:   - ＬＪ I ①年軽人蛤老人进座，是理所当然的事。   - 作返到了，理所当然 要道款。   - 他是姪理，理所当然要考慮全面一些・   - 学生理所当 然要把学习放在第一位。 - 例文ピンイン:   - ＬＪ I ① nián zhì rén há lǎo rén jìn zuò ， shì lǐ suǒ dāng rán de shì 。   - zuò fǎn dào le ，
1212	力求	333	1001-1250.md	926	忌讳	example_contains	2	"## 0926. 忌讳  - ピンイン: jì huì - 例文:   - 〈名＞由子弓俗或十人原因，避免脱出某些活或倣出某科挙劫 ⑪作了解一下当地有什公忌讳。   - 我们別犯了速里的忌讳。   - ""4 在遠里是介忌讳数字。   - 我忘了作ｲi]的忌玲，清原涼。 〈劫＞力求避免或不希望出現（某些可能芦生消级后果的事） ⑪他忌讳人家説他接。 ＠我最忌滞 13 这小数字。   - 作速祥倣 可能是当地人最忌讳的。   - 人家忌讳説畔，作就別説了。   - 他ｲi] 忌讳河"
1229	联络	338	2251-2500.md	1901	通讯	example_contains	1	## 1901. 通讯  - ピンイン: tōngxùn - 例文:   - 他们的通讯设备很先进   - 我们一直保持着通讯联络   - 这里的通讯很不发达   - 报纸上的这篇通讯很有意思   - 这几篇通讯都是一个记者写的   - 他就是这篇通讯的作者   - 我正在学习怎么写通讯 - 例文ピンイン:   - tā men de tōng xùn shè bèi hěn xiān jìn   - wǒ men yì zhí bǎo chí zhe tōng xùn li
1239	邻舍	341				example_contains	0	
1257	流露	346	1501-1750.md	1256	流浪	example_contains	2	## 1256. 流浪  - ピンイン: liúlàng - 例文:   - 他小吋候有辻一段流浪的生活   - 他ｲ､是一群四辻流浪的人。且Ｌ346流浪流露流承流通③他在远小城-市流浪了狼久   - ﾇ寸子流浪ル童，他ｲ1]姶予了及吋的救助   - 他好像狼喜炊速秤流浪的日子。流露li6ID〈幼〉（感情、思想等）不自覚地表现出来⑪他膣上流露出了喜悦的表情。＠他元意中流露出了想高取的想法。le文章流露出了作者対家多的热爱   - 父母在该子面前，不要流露出焦急的情堵   - 
1259	流通	346	1501-1750.md	1258	流氓	example_contains	4	## 1258. 流氓  - ピンイン: liúmáng - 例文:   - 那群流眠己姪被警察抓起来了。＠我看他就像一小小流斌   - 违些流斌聚一起，肯定不千好事   - 他曾姪是街失流承，后来成了一名茜木家。②凋茂娼女的悪劣行方⑪警察在公共汽牟上抓住了一小要流斌的人   - 大家一致遣贵他的流义行方   - 夏天女弦ル穿得少，要提防那些要流斌的。流通lidt6ng〈劫＞①（杢気等）自由移动，不受阻碍③室内的空気要保持流通｡'＠n富美得大浮，空気流通不了   - 室内空気
1262	垄断	347				example_contains	0	
1265	炉灶	348				example_contains	0	
1273	论坛	350				example_contains	0	
1277	络绎不绝	351	2501-2750.md	2395	瞻仰	example_contains	3	## 2395. 瞻仰 - ピンイン: zhānyǎng - 例文:   - 他带孩子瞻仰了人民英雄纪念碑。   - 他默默地瞻仰着父亲的遗像。   - 他在烈士墓地前瞻仰了很久。   - 来烈士陵园瞻仰的人络绎不绝。 - 例文ピンイン:   - tā dài hái zi zhān yǎng le rén mín yīng xióng jì niàn bēi 。   - tā mò mò dì zhān yǎng zhe fù qīn de yí xiàng 。   - t
1288	迈	355	0751-1000.md	949	坚实	example_contains	4	## 0949. 坚实  - ピンイン: jiānshí - 例文:   - 这是一座非常坚实、高大的建筑。   - 他坚实的身体里有无穷的力量。   - 他已经打下了坚实的基础，可以进一步学习新内容。   - 这次会议标志着我们的合作迈出了坚实的一步。   - 他们为我们提供了坚实的法律保证。   - 他的学说为古代数学的发展奠定了坚实的理论基础。 - 例文ピンイン:   - zhè shì yī zuò fēi cháng jiān shí 、 gāo dà de jià
1289	脉搏	356				example_contains	0	
1296	茫茫	357				example_contains	0	
1302	魅力	359	1751-2000.md	1604	人格	example_contains	4	## 1604. 人格  - ピンイン: rén gé - 例文:   - 王老师的人格非常高尚。   - 他有着几乎完美的人格。   - 具有人格魅力是他成功的主要因素。   - 我们应当尊重每个人的人格。   - 这种有损人格的事情我不会做。 - 例文ピンイン:   - wáng lǎo shī de rén gé fēi cháng gāo shàng。   - tā yǒu zhe jī hū wán měi de rén gé。   - jù yǒu rén gé 
1309	萌芽	361	1251-1500.md	1308	门诊	example_contains	2	## 1308. 门诊  - ピンイン: mén zhěn - 例文:   - 星期天、珍照常菅止   - 张医生在看、珍，先别打枕地   - 我桂一介外科、珍的号   - 我去、珍部，不去住院部。萌芽蒙猛烈捗想361 - 例文ピンイン:   - xīng qī tiān、 zhēn zhào cháng jiān zhǐ   - zhāng yī shēng zài kàn、 zhēn， xiān bié dǎ zhěn dì   - wǒ guì yī jiè wài k
1310	蒙	361	1251-1500.md	1308	门诊	example_contains	5	## 1308. 门诊  - ピンイン: mén zhěn - 例文:   - 星期天、珍照常菅止   - 张医生在看、珍，先别打枕地   - 我桂一介外科、珍的号   - 我去、珍部，不去住院部。萌芽蒙猛烈捗想361 - 例文ピンイン:   - xīng qī tiān、 zhēn zhào cháng jiān zhǐ   - zhāng yī shēng zài kàn、 zhēn， xiān bié dǎ zhěn dì   - wǒ guì yī jiè wài k
1313	咪	362				example_contains	0	
1354	魔术	374	1751-2000.md	1466	破例	example_contains	2	## 1466. 破例  - ピンイン: pò lì - 例文:   - 这个制度执行很多年了，谁也不能破例。「   - 这回的魔术表演，我就破例让你看看背后的秘密。   - 他的情况特殊，你就破一次例吧。   - 不管怎样，我们不能破这个例。 - 例文ピンイン:   - zhè ge zhì dù zhí xíng hěn duō nián le，shuí yě bù néng pò lì。「   - zhè huí de mó shù biǎo yǎn，wǒ jiù pò
1360	模样	376	2251-2500.md	2053	掀起	example_contains	1	## 2053. 掀起  - ピンイン: xiānqǐ - 例文:   - 他掀起盖子一看，里面什么都没有   - 他掀起了姑娘头上的布，看清了她的模样   - 他掀起被子就往外跑   - 工人们掀起井盖，下到井中工作   - 海上掀起一阵阵浪花   - 海风一吹，掀起巨大的波浪   - 湖水起了波涛，一场大雨就要来临了   - 汽车经过的时候，掀起一阵风   - 进入上世纪80.年代后，中国掀起了改革的浪潮   - 当时曾经掀起了一场技术革命   - 他们掀起了一场罢工运动
1365	拿手	378	0501-0750.md	794	好客	example_contains	2	## 0794. 好客  - ピンイン: hào kè - 例文:   - 他非常好客，有很多朋友。   - 好客的女主人热情地招待了我们。   - 我嫂嫂很爱好客，会给我们做地道的拿手菜。   - 他总是那么好客，用最好的酒菜招待我们。   - 他们全家人热情好客，非常友好。 - 例文ピンイン:   - tā fēi cháng hào kè ， yǒu hěn duō péng yǒu 。   - hào kè de nǚ zhǔ rén rè qíng dì zhāo 
1373	恼火	380				example_contains	0	
1378	嗯	381				example_contains	0	
1382	捏	382	2251-2500.md	2055	闲话	example_contains	2	## 2055. 闲话  - ピンイン: xiánhuà - 例文:   - 他喜欢说别人的闲话   - 你不要听那些闲话   - 我们要做到不捏造闲话，不传播闲话   - 他听到了一些关于自己的闲话，很生气   - 这些闲话也不知道是谁编出来的   - 我们那天说了会儿闲话   - 闲话就不说了，现在开始讲课   - 老人们在一起无非就是说说闲话   - 我们谈的都是些闲话，没有什么重要的事 - 例文ピンイン:   - tā xǐ huān shuō bié rén de 
1389	扭转	384				example_contains	0	
1390	纽扣儿	384				example_contains	0	
1391	农历	385	1751-2000.md	1495	起义	example_contains	5	## 1495. 起义  - ピンイン: qǐ yì - 例文:   - 在古代，中国农民曾多次起义。「   - 那时候各地纷纷起义，反抗统治者。   - 他们准备在农历八月十五日那天起义。秦朝末年，农民发动了大规模起义。   - 敌人的部队已经起义了。   - 这次起义持续了十年，后来还是失败了。 - 例文ピンイン:   - zài gǔ dài，zhōng guó nóng mín céng duō cì qǐ yì。「   - nà shí hòu gè dì fēn 
1394	挪	386				example_contains	0	
1535	悄	426	2501-2750.md	2164	喧哗	example_contains	1	## 2164. 喧哗 - ピンイン: xuānhuá - 例文:   - 图书馆内，任何人不得大声喧哗。   - 他的出场引来台下一片喧哗。   - 这种声音如果在喧哗的大街上，就不会引起人们的注意。   - 大厅里静悄悄的，听不到往日喧哗的声音。   - 老人勿匆穿过喧哗拥挤的大街，走进了邮局。 - 例文ピンイン:   - tú shū guǎn nèi ， rèn hé rén bù dé dà shēng xuān huá 。   - tā de chū chǎng 
1597	嚷	444				example_contains	0	
1631	揉	454				example_contains	0	
1632	儒家	454				example_contains	0	
1633	若干	455				example_contains	0	
1634	弱点	455				example_contains	0	
1635	撒谎	456	1751-2000.md	1449	品行	example_contains	1	## 1449. 品行  - ピンイン: pǐn xíng - 例文:   - 他的品行不好，经常撒谎骗人。   - 学校应该培养学生高尚的品行。   - 他具有很好的品行，我们都很信任他。他谦虚的品行赢得了人们的尊重。 - 例文ピンイン:   - tā de pǐn xíng bù hǎo，jīng cháng sā huǎng piàn rén。   - xué xiào yīng gāi péi yǎng xué shēng gāo shàng de pǐn xíng。
1636	腮	456				example_contains	0	
1754	视线	488	3001-3250.md	2422	遮挡(遮)	example_contains	3	## 2422. 遮挡(遮)  - ピンイン: zhē dǎng(zhē) - 例文:   - 她用固中遮挡着脸，谁也看不清她是谁。「前面的楼遮挡住了   - 阳光，我们的屋子很暗。他故意遮挡我的视线，不让我看见前面   - 的路。1这块塑料布可以帮你的自行车遮挡风雨。   - 草原上没什么遮挡，羊很容易被发现。1你就用这块布做遮挡   - 吧。   - 我们用这块板子作为遮挡，别人就看不见了。 - 例文ピンイン:   - tā yòng gù zhōng zhē dǎng 
1755	视野	488	3501-3750.md	1753	视频	example_contains	2	## 1753. 视频  - ピンイン: shìpín - 例文:   - ’ 488■■祝频视践视野是非 机都帯祝频功能。   - 学校采用迄程视频教学，大大提高了教学效 率。   - 学校保存有尻届半止生的祝频奇料，随时可以涡出来。   - ’ ＠演许者一辺播放祝叛，一辺并解。 - 例文ピンイン:   - ’ 488■■zhùpínshìjiànshìyěshìfēi jīdōudàizhùpíngōngnéng。   - xuéxiàocǎiyòngqìchéngshì
1760	收藏	489	3501-3750.md	1756	是非	example_contains	7	## 1756. 是非  - ピンイン: shìfēi - 例文:   - 他具有根强的谍别是非 的能力。   - 休息公是非不分，批坪起我ｲi]来了？   - 他没有判断是 非的能力，狼容易上当。 ②矛盾；钏纷 ⑪他ｲi]之同有根多是非。   - @我不想加入到他ｲ､的是非中。   - 远些 是非都是他一介人惹出来的。   - 他,急是喜炊制造狼多是非，然后肴 熟饲。   - 他来送里，帯助解决了不少是非。 造宜逝世捧放收藏 - 例文ピンイン:   - tājùyǒugēn
1780	束	495	2001-2250.md	1781	束缚	heading_contains	64	## 1781. 束缚  - ピンイン: shù fù - 例文:   - 我的視力下降了，看不清楚黒板上的字。   - 看弔要注意休息，保 鈩好視力。   - 他平吋視力就不大好，怠是圦錯人｡   - 作去医院栓査 栓査祝力'巴。   - 我的視カー宜根好。   - 他的左眼視力越来越差。 ’ - 例文ピンイン:   - wǒ de shì lì xià jiàng le ， kàn bù qīng chǔ hēi bǎn shàng de zì 。   - kàn dià
1976	维生素	548	2251-2500.md	1974	维持	example_contains	1	## 1974. 维持  - ピンイン: wéichí - 例文:   - 我们要想办法维持当前的和平局势   - 维持社会稳定，是经济发展的前提   - 我们的粮食还可以维持一个月   - 没有水，生活就维持不下去了   - 他的生命维持不了多长时间了   - 如果能维持住目前的经营状况就很不错了   - 我们要学会维护自己的权利   - 全世界人民都在维护世界和平   - 他们采取各种办法，维护产品的信誉   - 大家的利益要靠大家来维护   - 每个公民都会维护自己国家
1980	委员	549	2251-2500.md	1979	委托	example_contains	7	## 1979. 委托  - ピンイン: wěituō - 例文:   - 我委托他买一张飞机票   - 他能自己办的事情，决不委托别人   - 这件事情我就委托给你了   - 我已经委托了护理公司照顾这个孩子   - 请放心，你委托的事我们一定办好   - 受邻居委托，我要照看他家的房子   - 这些委员提的建议都很好   - 前三排座位是留给委员们的   - 他现在是中央委员   - 我们班靠投票选出了生活委员   - 所有的妇女委员都同意这么做 - 例文ピンイン:   
1999	乌鸦	554				example_contains	0	
2008	无可奈何	557	2251-2500.md	2007	无可奉告	example_contains	1	## 2007. 无可奉告  - ピンイン: wúkěfènggào - 例文:   - 对于这件事，我们无可奉告   - 关于这个问题，暂时无可奉告   - 这是商业秘密，真的无可奉告   - 这件事还没有结论，实在是无可奉告   - 他一句“无可奉告”，把我们打发出来了   - 我们问什么，他都用“无可奉告”来应付   - 他不同意，我也无可奈何   - 对这个结果大家都无可奈何   - 他无可奈何地叹了口气说：“我也管不了   - 汽车出现故障，司机脸上一副无可奈何的样
2009	无力	558	0001-0250.md	210	苍白	example_contains	1	## 0210. 苍白  - ピンイン: cāngbái - 例文:   - 他的脸色很苍白，好像生病了。   - 苍白的灯光下，他显得很孤独。   - 这场突发事故把他吓得面色苍白。   - 他的脸色苍白，不知道说什么好。   - 简单的说教显得苍白无力。   - 他的辩解在事实面前显得很苍白。   - 再多的华丽词语，也掩盖不了内容的苍白。   - 这篇文章感情色彩不浓厚，文字也显得很苍白。 - 例文ピンイン:   - tā de liǎnsè hěn cāngbái, 
2015	无知	559	2251-2500.md	2014	无忧无虑	example_contains	6	## 2014. 无忧无虑  - ピンイン: wúyōuwúlǜ - 例文:   - 他从小过着无忧无虑的生活   - 这些孩子每天无忧无虑，幸福极了   - 他就是在这种无忧无虑的环境中长大的   - 我以后会让父母过上无忧无虑的日子   - 看着他们无忧无虑的样子，我很欣慰   - 每天的生活无忧无虑，多好哇   - 你太无知了，这些都是骗人的   - 他们是因为无知才干出这种事的   - 他利用这些人的无知骗了很多钱   - 因为无知，所以容易上当受骗   - 这群无知
2027	物证	562				example_contains	0	
2038	喜闻乐见	566	2251-2500.md	2037	媳妇	example_contains	1	## 2037. 媳妇  - ピンイン: xífù - 例文:   - 他快40岁了，还没有媳妇   - 我媳妇出差了，家里没人做饭   - 这家的男人出去打工了，家里只剩下媳妇和小孩儿   - 老王家的儿媳妇非常孝顺   - 他想找个媳妇，两个人好好儿过日子   - 相声是群众喜闻乐见的一种艺术形式   - 这里文化生活很丰富，既有展览馆，也有人们喜闻乐见的街头音乐会   - 他们用青年人喜闻乐见的方式推销产品   - 摔践是当地喜闻乐见的一种运动   - 他将理论解释得通
2052	纤维	570	2251-2500.md	2051	先前	example_contains	1	## 2051. 先前  - ピンイン: xiānqián - 例文:   - 我先前不知道他是美国人   - 先前我们合作得很好，后来出了些问题   - 他先前没告诉我这些情况，我现在才知道   - 我们先前是最好的朋友，后来因为合作问题闹了   - 先前我们应该做一些准备工作，现在已经晚了   - 植物中含有丰富的纤维   - 合成纤维服装具有不易变形的特点   - 人的肌肉里包含许多纤维组织   - 这种棉花的纤维很长   - 天然气是制造合成纤维的重要原料 - 例文ピ
2100	协议	584	3001-3250.md	2519	终止	example_contains	5	## 2519. 终止  - ピンイン: zhōng zhǐ(zhōng zhǐ) - 例文:   - 因为某些原因，他们终止了合同。   - 如果一方违反协议，该协议   - 将立刻终止。「双方都愿意终止这种非正常的关系。   - 方订立的，一方私自终止不了。   - 大会开始前，大家都终止了交谈。 - 例文ピンイン:   - yīn wèi mǒu xiē yuán yīn，tā men zhōng zhǐ le hé tóng。   - rú guǒ yī fāng w
2101	协助	584				example_contains	0	
2102	携带	584	0001-0250.md	253	钞票	example_contains	2	## 0253. 钞票  - ピンイン: chāopiào - 例文:   - 你出门不用带太多钞票。   - 他身上携带了大量钞票。   - 通货膨胀来临，政府大量印刷钞票。   - 你找男朋友，不能只看他有多少钞票。   - 我手里的钞票都花完了，只能借钱了。 - 例文ピンイン:   - nǐ chūmén bú yòng dài tài duō chāopiào.   - tā shēnshàng xiédài le dàliàng chāopiào.   - tōng
2103	写作	584	2001-2250.md	2123	礼裁	example_contains	9	## 2123. 礼裁  - ピンイン: lǐ cái - 例文:   - 他把逗篇小坑改鎬成了戒刷的体裁，荻得了好坪。   - 老師向我 ｲI]介詔了不同体裁的写作特点。le在体裁上，我更傾向子用散文表 迭感情。   - 各秤文学体裁都可以表現愛情。   - 作者善子使用散文 体裁来描写大自然的魅力。 - 例文ピンイン:   - tā bǎ dòu piān xiǎo kēng gǎi hào chéng le jiè shuā de tǐ cái ， dí dé le h
2106	屑	585	0001-0250.md	164	不屑一顾	example_contains	1	## 0164. 不屑一顾  - ピンイン: bùxièyīgù - 例文:   - 他对于老师提出的要求不屑一顾。   - 如果以欺骗的手段获得名誉，我真的不屑一顾。   - 他最不屑一顾的就是这些表面的风光。   - 他对这些过时的样式完全不屑一顾。   - 他那种不屑一顾的样子让我很生气。   - “作者根本不会画画儿”，他不屑一顾地评论着。 - 例文ピンイン:   - tā duìyú lǎoshī tíchū de yāoqiú bùxièyīgù.   - rúg
2116	欣慰	588	2001-2250.md	2215	典忧窯虑	example_contains	3	## 2215. 典忧窯虑  - ピンイン: diǎn yōu yáo lǜ - 例文:   - 〈成悟〉没有任何脆慮 ⑪他圦小辻着元'比元慮的生活。   - 遠些弦子毎天元'比元慮，幸福扱 了。   - 他就是在送秤元'比元慮的坏境中挨大的。   - 我以后会辻父 母辻上元'比元慮的日子。   - 看着他ｲ､元'比元慮的祥子，我ｲ艮欣慰。   - 毎天的生活元'此元慮， 多好珪！ - 例文ピンイン:   - 〈 chéng wù 〉 méi yǒu rèn hé cuì l
2119	新郎	589				example_contains	0	
2122	薪水	590				example_contains	0	
2130	行政	592	2751-3000.md	2526	重心	example_contains	4	## 2526. 重心  - ピンイン: zhòng xīn - 例文:   - 你的重心太靠前了，站不稳   - 由于失去了重心，地样例了。！滑冰的时候，存注意调整身体的重心   - 字握好重心，就容另做到平衡。重心丹州周边周密事情的中心或主要部分今年的工作重心不变，还是经济建设   - 他办事总是能够抓住重心，所以效率很高。学生什么时候都不能离开学习这个重心。舟zhou名船（常用于书面语）几只小舟涤流在大海上。古人曾来着木丹漂洋过海。探险队员驾着张舟在波滚中前进。海上风平
2131	形态	592				example_contains	0	
2132	兴高采烈	593				example_contains	0	
2133	兴致勃勃	593	1751-2000.md	1435	偏偏	example_contains	1	## 1435. 偏偏  - ピンイン: piān piān - 例文:   - 我不让他喝酒，他偏偏要喝。   - 父母让我去美国读书，我偏偏不去。   - 他明明知道事情的原因，却偏偏不告诉我。   - 我昨天着急找你，偏偏你的手机关着。   - 我们兴致勃勃地去春游，可偏偏下起雨来了。   - 我多么希望在这次聚会时见到她呀，可偏偏她没来。   - 表示范围小，相当于「只」「就」大家都同意这个计划，偏偏经理不同意。   - 这么多人里边，她为什么偏偏喜欢你？   - 同
2144	雄厚	596	3751-4000.md	2588	姿态	example_contains	5	## 2588. 姿态  - ピンイン: zītài - 例文:   - 大厅里有很多雕像，姿态各异。   - 她照相时，经常摆出各种各样的姿态。   - 她走路的姿态非常优美。   - 礼仪小姐姿态优雅，表情自然大方。   - 神情；态度会谈时，他摆出一副无所谓的姿态。   - 他想掩饰自己慌张的姿态，但还是被人察觉了。   - 她总是以一种积极的姿态对待生活。   - 他们是以胜利者的姿态出现的。   - 这家公司规模很大，资本雄厚。   - 工厂在服务方面投入了很多资本
2148	修建	597	2501-2750.md	2168	悬崖峭壁	example_contains	9	## 2168. 悬崖峭壁 - ピンイン: xuányáqiàobì - 例文:   - 山谷两边是悬崖峭壁。   - 这些悬崖峭壁谁都爬不上去。   - 这段古代长城建在悬崖峭壁上，非常壮观。   - 他们硬是在悬崖峭壁上修建了一条公路。   - 一走进公园，抬头就可以看见上千米的悬崖峭壁。 - 例文ピンイン:   - shān gǔ liǎng biān shì xuán yá qiào bì 。   - zhè xiē xuán yá qiào bì shéi dōu 
2149	修理	597	2001-2250.md	2105	損壊	example_contains	13	## 2105. 損壊  - ピンイン: sǔn huài - 例文:   - 弟弟故意根坏了我的銅毫。   - 休根坏了人家的玻璃，厘咳賠 僖。   - 迭台机器被他ｲi]根坏了， 己姪不能用了。   - 遠些屯器根坏 得根浮重，需要修理。   - 作要保管好送些糸西，防止受到根坏。 - 例文ピンイン:   - dì di gù yì gēn huài le wǒ de tóng háo 。   - xiū gēn huài le rén jiā de bō lí ， lí
2150	修养	598				example_contains	0	
2151	羞耻	598				example_contains	0	
2152	绣	598				example_contains	0	
2266	乙	631	2001-2250.md	2230	总婦	example_contains	10	## 2230. 总婦  - ピンイン: zǒng fù - 例文:   - 他快40歩了，逐没有嬉短。   - 我嬉短出差了，家里没人倣仮。   - 送家的男人出去打工了，家里只剰下鍵灼乖小弦ル。   - 老王家 的ル娼短非常孝順。   - 他想我小嬉短，両卜人好好ル辻日子。 ’ ７ 壱 画 一 半 艮 ＃ 活 一 生 ヒ イ 丈 里 遠 一 ② ｎ ｛ 、 （ 〕 一 Ｃ Ｑ ■ Ⅱ Ⅱ Ｊ 一 始 一 式 、 一 形 唯 一 水 ｖ ｌ １ 一 Ｘ 一 井 乙 ｊ 一 
2281	翌	635				example_contains	0	
2282	阴谋	635	2501-2750.md	2279	毅力	example_contains	4	## 2279. 毅力 - ピンイン: yìlì - 例文:   - 他凭着顽强的毅力登上了山顶。   - 他就是靠这股毅力战胜了对手。   - 他有着超过常人的毅力。   - 我们都感叹他惊人的毅力。   - 攀岩运动可以磨炼孩子们的毅力。   - 在最困难的时候，就看谁的毅力更强，谁更能坚持。   - 毅然翼阴谋音响635医 - 例文ピンイン:   - tā píng zhe wán qiáng de yì lì dēng shàng le shān dǐng 。   -
